,Loss,Power,Delay
777,0.091580525,97.619,1.271969202
778,0.091466628,97.619,1.271951689
779,0.091351189,97.619,1.271971845
780,0.091234773,97.619,1.272062044
781,0.091117032,97.619,1.271944045
782,0.090996362,97.619,1.27196411
783,0.090875365,97.619,1.272291951
784,0.090757318,97.619,1.272381221
785,0.090635955,97.619,1.272401203
786,0.090511143,97.619,1.272413914
787,0.090383604,97.619,1.272428822
788,0.090253204,97.619,1.272441469
789,0.090121567,97.619,1.272423396
790,0.089990653,97.619,1.272405378
791,0.08985924,97.619,1.272417971
792,0.08972571,97.619,1.272743096
793,0.08959166,97.619,1.273067196
794,0.089454263,97.619,1.273086897
795,0.089318119,97.619,1.273101614
796,0.089181632,97.619,1.273082637
797,0.089042813,97.619,1.273063718
798,0.088903621,97.619,1.273044855
799,0.088762887,97.619,1.273131892
800,0.088621862,97.619,1.273331787
801,0.088479668,97.619,1.273344215
802,0.088336751,97.619,1.27366438
803,0.088193923,97.619,1.273546311
804,0.088050336,97.619,1.27356848
805,0.087907664,97.619,1.27345075
806,0.087763041,97.619,1.273536495
807,0.087618195,97.619,1.273546359
808,0.087475248,97.619,1.273526964
809,0.087330587,97.619,1.273543749
810,0.087184511,97.619,1.27355816
811,0.087036639,97.619,1.273538793
812,0.086889938,97.619,1.27341876
813,0.086741447,97.619,1.273615793
814,0.086593322,97.619,1.272640183
815,0.086442515,97.619,1.272654518
816,0.086291574,97.619,1.272851812
817,0.086141527,97.619,1.272868416
818,0.08599212,97.619,1.272884981
819,0.085839093,97.619,1.272769932
820,0.085684836,97.619,1.272655233
821,0.085530348,97.619,1.272667287
822,0.085375912,97.619,1.272552923
823,0.085222349,97.619,1.272438905
824,0.085067376,97.619,1.272524658
825,0.084912032,97.619,1.272411026
826,0.084755883,97.619,1.272432533
827,0.084599577,97.619,1.272415235
828,0.084444173,97.619,1.272397986
829,0.084289566,97.619,1.272593012
830,0.084130995,97.619,1.272479963
831,0.083973348,97.619,1.272462688
832,0.083815396,97.619,1.272445463
833,0.083658084,97.619,1.272428286
834,0.083500482,97.619,1.272621791
835,0.083342157,97.619,1.272638022
836,0.083184652,97.619,1.272830932
837,0.083026603,97.619,1.272842758
838,0.082868606,97.619,1.272730351
839,0.08270999,97.619,1.272814134
840,0.082549982,97.619,1.272796541
841,0.08238928,97.619,1.272988067
842,0.082228906,97.619,1.273179019
843,0.082069449,97.619,1.273158157
844,0.081908293,97.619,1.273463466
845,0.081746034,97.619,1.27347521
846,0.081583962,97.619,1.273489002
847,0.081421793,97.619,1.273678379
848,0.081259601,97.619,1.27356606
849,0.081097685,97.619,1.273577729
850,0.080936402,97.619,1.273881097
851,0.08077471,97.619,1.273768812
852,0.080613367,97.619,1.273849836
853,0.080452688,97.619,1.273830978
854,0.080293171,97.619,1.273911669
855,0.080133043,97.619,1.273799989
856,0.079973072,97.619,
857,,,
858,,,
859,,,
