run_id,row,col,value
A4_no_stability,switch_ratio,reward_sum,-0.6321378782792975
A4_no_stability,switch_ratio,throughput,-0.4499715493154725
A4_no_stability,switch_ratio,qos,-0.5698841488380864
A4_no_stability,switch_ratio,jain,-0.677248278470974
A4_no_stability,switch_ratio,rate_cv,-0.37650433638914893
A4_no_stability,switch_ratio,load_cv,-0.041560003317047164
A4_no_stability,switch_ratio,switch_ratio,1.0
A5_no_fair,reward_sum,reward_sum,1.0
A5_no_fair,reward_sum,throughput,0.7139686580912272
A5_no_fair,reward_sum,qos,0.6882126613641232
A5_no_fair,reward_sum,jain,0.7670517587866981
A5_no_fair,reward_sum,rate_cv,0.346078415593791
A5_no_fair,reward_sum,load_cv,-0.05092329735877957
A5_no_fair,reward_sum,switch_ratio,-0.700814725911927
A5_no_fair,throughput,reward_sum,0.7139686580912273
A5_no_fair,throughput,throughput,0.9999999999999999
A5_no_fair,throughput,qos,0.619649164860407
A5_no_fair,throughput,jain,0.6198262794512206
A5_no_fair,throughput,rate_cv,0.45115195248697515
A5_no_fair,throughput,load_cv,-0.008190020648348567
A5_no_fair,throughput,switch_ratio,-0.5711864426229426
A5_no_fair,qos,reward_sum,0.6882126613641232
A5_no_fair,qos,throughput,0.6196491648604071
A5_no_fair,qos,qos,1.0
A5_no_fair,qos,jain,0.9508907397642787
A5_no_fair,qos,rate_cv,0.6489133799310491
A5_no_fair,qos,load_cv,0.3190941578341508
A5_no_fair,qos,switch_ratio,-0.5994463352917108
A5_no_fair,jain,reward_sum,0.7670517587866981
A5_no_fair,jain,throughput,0.6198262794512206
A5_no_fair,jain,qos,0.9508907397642788
A5_no_fair,jain,jain,0.9999999999999999
A5_no_fair,jain,rate_cv,0.5920947144926495
A5_no_fair,jain,load_cv,0.26185789743572
A5_no_fair,jain,switch_ratio,-0.7041002973191502
A5_no_fair,rate_cv,reward_sum,0.34607841559379093
A5_no_fair,rate_cv,throughput,0.45115195248697515
A5_no_fair,rate_cv,qos,0.6489133799310491
A5_no_fair,rate_cv,jain,0.5920947144926495
A5_no_fair,rate_cv,rate_cv,1.0
A5_no_fair,rate_cv,load_cv,0.37129916617094355
A5_no_fair,rate_cv,switch_ratio,-0.38120729946056575
A5_no_fair,load_cv,reward_sum,-0.05092329735877956
A5_no_fair,load_cv,throughput,-0.008190020648348567
A5_no_fair,load_cv,qos,0.31909415783415085
A5_no_fair,load_cv,jain,0.26185789743572
A5_no_fair,load_cv,rate_cv,0.37129916617094355
A5_no_fair,load_cv,load_cv,1.0
A5_no_fair,load_cv,switch_ratio,0.04020588664051156
A5_no_fair,switch_ratio,reward_sum,-0.700814725911927
A5_no_fair,switch_ratio,throughput,-0.5711864426229426
A5_no_fair,switch_ratio,qos,-0.5994463352917107
A5_no_fair,switch_ratio,jain,-0.7041002973191502
A5_no_fair,switch_ratio,rate_cv,-0.3812072994605658
A5_no_fair,switch_ratio,load_cv,0.04020588664051156
A5_no_fair,switch_ratio,switch_ratio,1.0
